id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens
698691,890153,14000,14000,14000.0, 60 months,10.37,300.02,B,B3,City of Washougal,4 years,MORTGAGE,54000.0,Not Verified,Mar-11,Fully Paid,n,medical,Medical,WA,15.09,0,Jul-94,0,9,0,11111,35.1,15,f,0.0,0.0,18000.72002,18000.72,14000.0,4000.72,0.0,0.0,Mar-16,299.54,Mar-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699652,891236,15250,15250,15200.0, 60 months,12.68,344.5,C,C1,Los Angeles Unified School District,5 years,RENT,38000.0,Verified,Mar-11,Charged Off,n,credit_card,Trying to take care debt once and for al,CA,29.08,0,Apr-94,0,15,0,12535,14.0,24,f,0.0,0.0,13724.13,13679.25,8207.5,4539.0,0.0,977.63,Jun-14,67.2,Sep-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
700215,891872,8000,8000,7975.0, 36 months,13.8,272.65,C,C4,Not Provided,10+ years,RENT,24000.0,Source Verified,Mar-11,Fully Paid,n,major_purchase,Major Purchase,OH,4.3,0,Apr-05,2,3,0,2717,90.6,7,f,0.0,0.0,9815.159812,9784.49,8000.0,1815.16,0.0,0.0,Apr-14,283.75,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
700214,891873,15000,15000,14975.0, 36 months,16.4,530.33,E,E1,crosby trucking,1 year,RENT,36000.0,Verified,Mar-11,Fully Paid,n,small_business,Small Business Loan,NC,3.57,0,Nov-95,8,4,0,3160,62.0,5,f,0.0,0.0,19154.84419,19122.92,15000.0,4113.32,41.52000022,0.0,May-14,57.51,Jan-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
674426,862020,35000,35000,34660.63436, 60 months,18.25,893.54,F,F1,PriceWaterHouseCoopers,2 years,MORTGAGE,166300.0,Verified,Mar-11,Fully Paid,n,debt_consolidation,Debt Consolidation,NJ,5.84,1,Dec-04,3,12,0,4866,6.0,18,f,0.0,0.0,53612.08994,52807.93,35000.0,18612.09,0.0,0.0,Apr-16,893.23,Apr-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
700409,892069,9600,9600,9600.0, 60 months,15.28,229.8,D,D3,Not Provided,5 years,MORTGAGE,135000.0,Source Verified,Mar-11,Fully Paid,n,debt_consolidation,awesome loan,VT,6.98,1,Aug-95,2,13,1,4690,18.2,32,f,0.0,0.0,11763.57427,11763.57,9600.0,2163.57,0.0,0.0,Nov-12,7416.41,Dec-12,0.0,INDIVIDUAL,0,0.0,0,1.0,0.0
700423,892086,12000,12000,11975.0, 36 months,7.29,372.12,A,A4,Ocala South,6 years,MORTGAGE,36000.0,Source Verified,Mar-11,Fully Paid,n,debt_consolidation,Debt Consolidation,FL,18.2,0,Dec-87,0,13,0,5859,8.5,20,f,0.0,0.0,13396.25366,13368.34,12000.0,1396.25,0.0,0.0,Apr-14,405.5,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699668,891253,25200,25200,25175.0, 36 months,15.65,881.61,D,D4,Not Provided,10+ years,MORTGAGE,96260.0,Verified,Mar-11,Fully Paid,n,debt_consolidation,Free At Last,CA,12.0,0,Dec-97,0,10,0,20499,55.8,26,f,0.0,0.0,31345.08374,31313.99,25200.0,6145.08,0.0,0.0,Jul-13,7592.54,Oct-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
700389,892048,6500,6500,6475.0, 36 months,5.79,197.13,A,A2,Bristol County Sheriff's Office,10+ years,MORTGAGE,60000.0,Verified,Mar-11,Fully Paid,n,major_purchase,Hot Tube,MA,16.14,0,Mar-89,3,7,0,10506,35.4,23,f,0.0,0.0,7096.472184,7069.18,6500.0,596.47,0.0,0.0,Apr-14,238.49,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
700075,891720,4800,4800,4800.0, 36 months,11.11,157.4,B,B5,US ARMY,10+ years,RENT,69000.0,Source Verified,Mar-11,Fully Paid,n,major_purchase,Jay C,CA,11.39,0,Nov-98,3,7,0,2309,22.0,38,f,0.0,0.0,5262.0838,5262.08,4800.0,462.08,0.0,0.0,Mar-12,3536.95,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
700298,891952,35000,35000,34925.0, 36 months,17.88,1263.23,E,E5,Kerzner International,10+ years,MORTGAGE,102000.0,Verified,Mar-11,Fully Paid,n,small_business,devloan,FL,12.45,0,Jan-03,0,10,0,24034,71.3,15,f,0.0,0.0,45476.18153,45378.73,35000.0,10476.18,0.0,0.0,Apr-14,1301.08,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
700285,891938,6800,6800,6800.0, 36 months,5.79,206.23,A,A2,Parallel Products,1 year,RENT,45000.0,Source Verified,Mar-11,Fully Paid,n,debt_consolidation,2010 Tax Debt,NY,12.85,0,Dec-04,0,7,0,428,17.1,8,f,0.0,0.0,7369.203562,7369.2,6800.0,569.2,0.0,0.0,May-13,1948.37,Jun-13,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
695748,886865,8000,8000,7950.0, 36 months,10.37,259.53,B,B3,Grant County Corrections,5 years,MORTGAGE,50000.0,Not Verified,Mar-11,Fully Paid,n,other,Henrys loan,WA,14.26,1,Jun-94,2,18,1,5868,19.7,33,f,0.0,0.0,9311.69854,9253.5,8000.0,1311.7,0.0,0.0,Dec-13,871.65,May-15,0.0,INDIVIDUAL,0,0.0,0,1.0,0.0
679309,867787,10000,10000,10000.0, 36 months,9.63,320.94,B,B1,SurModics,3 years,MORTGAGE,44000.0,Not Verified,Mar-11,Fully Paid,n,debt_consolidation,Consolidation Loan,MN,7.23,0,May-96,2,4,0,8867,45.2,10,f,0.0,0.0,10941.96761,10941.97,10000.0,941.97,0.0,0.0,Jun-12,6778.4,Apr-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699923,891548,8500,8500,8500.0, 36 months,6.92,262.15,A,A3,Catholic Charities Diocese of Trenton,7 years,MORTGAGE,60000.0,Not Verified,Mar-11,Fully Paid,n,debt_consolidation,debt consolidation,NJ,8.02,0,Apr-97,1,12,0,8174,12.5,35,f,0.0,0.0,9071.780058,9071.78,8500.0,571.78,0.0,0.0,Jun-12,5666.72,Jun-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
700144,891798,9350,9350,9100.0, 36 months,10.37,303.33,B,B3,Hire Counsel,1 year,RENT,83196.0,Source Verified,Mar-11,Fully Paid,n,credit_card,Heartbreaking Work of Staggering Genius!,CA,13.05,0,Mar-97,0,5,0,16091,73.8,24,f,0.0,0.0,10731.14559,10444.22,9350.0,1381.15,0.0,0.0,Jul-13,1353.4,Jul-13,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
700127,891779,5000,5000,5000.0, 36 months,11.11,163.96,B,B5,Federal Deposit Insurance Corporation,10+ years,RENT,85272.0,Verified,Mar-11,Fully Paid,n,vacation,Tropic Breeze,CA,14.73,1,Feb-85,1,6,0,1803,30.0,13,f,0.0,0.0,5902.312189,5902.31,5000.0,902.31,0.0,0.0,Apr-14,182.01,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
700083,891728,10000,10000,9975.0, 36 months,10.37,324.42,B,B3,Metropolitan Transportation Authority,5 years,RENT,60000.0,Verified,Mar-11,Charged Off,n,debt_consolidation,Debt Elimination Loan,CA,3.02,1,Jul-04,0,11,0,3096,27.4,15,f,0.0,0.0,7375.23,7356.8,5734.58,1396.28,0.0,244.37,Jan-13,324.42,Jun-13,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
686474,876291,4500,4500,4450.0, 36 months,5.42,135.72,A,A1,dalton trucking,7 years,MORTGAGE,48000.0,Not Verified,Mar-11,Fully Paid,n,other,hd,CA,8.93,0,Mar-00,0,13,0,17143,26.1,35,f,0.0,0.0,4694.539303,4642.38,4500.0,194.54,0.0,0.0,Mar-12,3342.19,May-12,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
695720,886835,4200,4200,4200.0, 60 months,14.91,99.72,D,D2,Atlantic Southeast Airlines,1 year,RENT,42000.0,Not Verified,Mar-11,Fully Paid,n,other,Flight Lesson,SC,2.63,0,Aug-06,0,5,0,1408,93.9,8,f,0.0,0.0,5998.880558,5998.88,4200.0,1783.88,15.00000006,0.0,Apr-16,0.68,Apr-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
700028,891664,4000,4000,4000.0, 36 months,5.79,121.31,A,A2,Not Provided,3 years,RENT,45600.0,Source Verified,Mar-11,Charged Off,n,major_purchase,Golf Cart Concession,FL,28.18,0,Jan-00,0,7,0,6940,17.9,22,f,0.0,0.0,3221.26,3221.26,2803.94,333.74,0.0,83.58,May-13,121.31,Oct-13,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699896,891521,10000,10000,10000.0, 36 months,15.65,349.85,D,D4,Wegmans,2 years,RENT,50000.0,Not Verified,Mar-11,Fully Paid,n,debt_consolidation,debt free,VA,24.0,0,Mar-00,0,11,0,10330,82.6,25,f,0.0,0.0,12594.36383,12594.36,10000.0,2594.36,0.0,0.0,Apr-14,371.97,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699307,890853,4550,4550,4525.0, 60 months,10.74,98.34,B,B4,Harris Corporation,9 years,RENT,78700.0,Not Verified,Mar-11,Fully Paid,n,medical,First,FL,12.69,0,Jun-92,3,12,0,3581,12.0,36,f,0.0,0.0,5901.198656,5868.77,4550.0,1351.2,0.0,0.0,Apr-16,0.79,Apr-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699903,891528,10400,10400,10390.161, 36 months,14.91,360.07,D,D2,American Collectors Insurance,3 years,RENT,60000.0,Not Verified,Mar-11,Fully Paid,n,debt_consolidation,Consolidation,NJ,5.24,1,Aug-05,0,6,0,6416,77.3,13,f,0.0,0.0,12984.48933,12970.57,10400.0,2566.49,18.00000007,0.0,Apr-14,382.63,Mar-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699011,890511,3625,3625,3625.0, 36 months,11.11,118.87,B,B5,Southeast Goldbuyers,1 year,RENT,24000.0,Source Verified,Mar-11,Charged Off,n,other,Trucking,GA,22.9,0,May-03,0,7,0,13455,74.3,10,f,0.0,0.0,700.63,700.63,394.43,160.89,0.0,145.31,Aug-11,129.35,Jan-12,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699803,891415,3000,3000,3000.0, 60 months,15.28,71.82,D,D3,Not Provided,10+ years,RENT,14676.0,Verified,Mar-11,Fully Paid,n,vacation,My Vacation,MN,1.23,0,Dec-00,0,2,0,0,0.0,6,f,0.0,0.0,3113.323725,3113.32,3000.0,113.32,0.0,0.0,Jun-11,2971.63,Jul-11,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699790,891400,6000,6000,6000.0, 60 months,18.62,154.4,F,F2,Banner Health,7 years,RENT,57000.0,Verified,Mar-11,Fully Paid,n,renewable_energy,Building Credit,AZ,4.29,1,Aug-99,1,6,0,935,31.1,16,f,0.0,0.0,7366.795424,7366.8,6000.0,1366.8,0.0,0.0,Jul-12,5054.96,Aug-12,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699784,891395,10000,10000,10000.0, 36 months,16.02,351.67,D,D5,"Outdoor Installations, LLC",7 years,RENT,67600.0,Source Verified,Mar-11,Fully Paid,n,debt_consolidation,Life Saver,NY,9.69,0,Aug-94,2,19,0,13545,43.6,29,f,0.0,0.0,12260.99038,12260.99,10000.0,2260.99,0.0,0.0,Mar-13,4545.4,Apr-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699751,891355,15000,15000,15000.0, 60 months,19.36,392.09,F,F4,martin's pharmacy,3 years,MORTGAGE,120000.0,Verified,Mar-11,Fully Paid,n,debt_consolidation,debt consol,MD,5.74,1,Nov-96,2,5,1,548,60.9,25,f,0.0,0.0,23183.67003,23183.67,15000.0,8183.67,0.0,0.0,Apr-15,4379.56,May-15,0.0,INDIVIDUAL,0,0.0,0,1.0,0.0
678088,866336,35000,35000,34201.92185, 60 months,17.51,879.47,E,E4,IBM,10+ years,MORTGAGE,160000.0,Verified,Mar-11,Fully Paid,n,home_improvement,Rising Meadow Home Improvement,NC,8.62,0,Oct-98,1,9,0,119970,85.7,35,f,0.0,0.0,41630.49885,39937.84,35000.0,6630.5,0.0,0.0,Jun-12,30213.72,May-12,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
698531,889986,10000,10000,9950.0, 36 months,5.79,303.27,A,A2,agate construction,3 years,MORTGAGE,68000.0,Verified,Mar-11,Fully Paid,n,home_improvement,home improvement,NJ,0.0,0,May-04,0,6,0,0,0.0,12,f,0.0,0.0,10917.67176,10863.08,10000.0,917.67,0.0,0.0,Apr-14,361.74,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
693452,884292,13000,13000,12950.0, 36 months,15.65,454.8,D,D4,Chapman Ford Sales,7 years,RENT,77000.0,Not Verified,Mar-11,Fully Paid,n,credit_card,Last Credit Card Refinance,NJ,19.04,0,Feb-02,0,9,0,13946,96.2,13,f,0.0,0.0,16372.72083,16309.75,13000.0,3372.72,0.0,0.0,Apr-14,484.25,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
697664,889011,10000,10000,10000.0, 36 months,11.11,327.91,B,B5,Premier 94 Trucking,7 years,RENT,45000.0,Not Verified,Mar-11,Fully Paid,n,other,loan 1,MN,10.32,0,Aug-04,0,3,0,6785,64.6,9,f,0.0,0.0,11613.14382,11613.14,10000.0,1613.14,0.0,0.0,May-13,3772.89,May-13,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699725,891328,1000,1000,1000.0, 36 months,10.0,32.27,B,B2,Hilton Head Hospital,5 years,MORTGAGE,52000.0,Not Verified,Mar-11,Fully Paid,n,debt_consolidation,Fidelity Payoff,SC,17.33,3,Oct-97,0,9,0,2103,29.6,32,f,0.0,0.0,1161.602476,1161.6,1000.0,161.6,0.0,0.0,Apr-14,37.55,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
697252,888505,5000,5000,5000.0, 36 months,9.63,160.47,B,B1,Jack in the Box  Corporate Support Center,4 years,RENT,46044.0,Not Verified,Mar-11,Fully Paid,n,other,Unexpected Expenses,CA,12.54,0,Nov-96,0,6,0,1878,85.4,9,f,0.0,0.0,5647.69019,5647.69,5000.0,647.69,0.0,0.0,Jan-13,2284.64,Aug-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699661,891245,8400,8400,8374.194326, 60 months,17.14,209.4,E,E3,JPMorgan Chase,4 years,RENT,62000.0,Not Verified,Mar-11,Fully Paid,n,debt_consolidation,DYLAN'S PERSONAL LOAN,CA,7.86,0,Jan-99,2,6,0,10703,89.9,18,f,0.0,0.0,11897.4158,11860.15,8400.0,3497.42,0.0,0.0,Jul-14,453.96,Apr-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699567,891142,16000,16000,15950.0, 60 months,14.91,379.89,D,D2,"Armistead Mechanical, Inc.",3 years,MORTGAGE,90000.0,Verified,Mar-11,Charged Off,n,credit_card,Debt Consolidation Loan,NJ,12.48,0,Sep-82,1,17,1,9554,42.5,37,f,0.0,0.0,5696.65,5678.88,2953.95,2721.6,0.0,21.1,Jun-12,379.89,May-16,0.0,INDIVIDUAL,0,0.0,0,1.0,0.0
699558,891130,4000,4000,3975.0, 36 months,5.79,121.31,A,A2,Crossmark,1 year,RENT,13200.0,Not Verified,Mar-11,Fully Paid,n,debt_consolidation,Pay down debt loan,CA,12.55,0,May-00,0,6,0,4425,80.5,21,f,0.0,0.0,4367.062279,4339.77,4000.0,367.06,0.0,0.0,Apr-14,145.52,Jan-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
696230,887377,7500,7500,7500.0, 36 months,5.79,227.46,A,A2,C.E. Electronics  Inc.,8 years,RENT,30000.0,Not Verified,Mar-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,OH,27.6,0,Dec-97,0,9,0,8176,31.4,17,f,0.0,0.0,8188.229723,8188.23,7500.0,688.23,0.0,0.0,Apr-14,263.27,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
690070,880408,7200,7200,7200.0, 36 months,6.92,222.06,A,A3,Spectrum Comm Inc,1 year,RENT,93000.0,Source Verified,Mar-11,Fully Paid,n,debt_consolidation,Debt Consolidation,VA,6.71,1,Nov-94,0,10,0,4723,17.4,24,f,0.0,0.0,7925.874978,7925.87,7200.0,725.87,0.0,0.0,May-13,2380.15,Apr-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
696256,887405,15000,15000,14750.0, 36 months,10.0,484.01,B,B2,Department of Justice,1 year,RENT,77368.0,Not Verified,Mar-11,Fully Paid,n,debt_consolidation,Freedom From Debt,VA,6.41,0,Dec-97,0,8,0,12893,40.4,15,f,0.0,0.0,16626.73558,16349.62,15000.0,1626.74,0.0,0.0,Jul-12,9384.69,Jul-12,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699449,891005,4000,4000,4000.0, 36 months,6.92,123.37,A,A3,Toray Composites America,< 1 year,RENT,55000.0,Verified,Mar-11,Fully Paid,n,moving,Relocation for new ENGINEERING Grad,GA,10.91,0,Sep-04,0,20,0,1814,72.6,26,f,0.0,0.0,4410.038103,4410.04,4000.0,410.04,0.0,0.0,Jul-13,1206.2,Sep-13,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
688682,878853,6000,6000,5975.0, 60 months,19.74,158.1,F,F5,Not Provided,10+ years,MORTGAGE,60000.0,Source Verified,Mar-11,Charged Off,n,small_business,competitive improvments,KS,1.74,1,Sep-99,0,6,0,2118,66.2,11,f,0.0,0.0,3140.21,3127.24,1135.04,1695.74,29.97489612,279.46,Oct-12,158.55,Feb-13,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699356,890905,11200,11200,11200.0, 36 months,5.79,339.67,A,A2,Parsippany Board of Education,9 years,RENT,66000.0,Not Verified,Mar-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,NJ,15.78,0,Jun-00,1,20,0,5305,5.0,33,f,0.0,0.0,12227.76796,12227.77,11200.0,1027.77,0.0,0.0,Apr-14,380.57,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
683477,872805,5000,5000,5000.0, 36 months,7.29,155.05,A,A4,Chandler School,3 years,OWN,50000.0,Source Verified,Mar-11,Fully Paid,n,debt_consolidation,Getting Married and Want No Credit Debt!,CA,13.2,0,Jun-03,0,15,0,4024,37.3,22,f,0.0,0.0,5580.836288,5580.84,5000.0,580.84,0.0,0.0,Mar-14,326.95,Sep-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699331,890878,1000,1000,1000.0, 36 months,14.17,34.27,C,C5,Bank of America,9 years,RENT,50000.0,Source Verified,Mar-11,Charged Off,n,moving,Shannon's personal loan,CA,22.7,0,Feb-01,2,13,0,5180,60.9,18,f,0.0,0.0,548.81,548.81,365.08,147.32,0.0,36.41,Jun-12,34.27,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699321,890868,10000,10000,10000.0, 36 months,13.8,340.81,C,C4,Cafe Formaggio,3 years,RENT,48000.0,Not Verified,Mar-11,Charged Off,n,debt_consolidation,New Beginning,NY,15.2,0,Apr-05,2,6,0,480,96.0,10,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May-16,0.0,Apr-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699300,890845,26000,26000,25925.0, 60 months,18.99,674.32,F,F3,IBM,10+ years,MORTGAGE,60000.0,Verified,Mar-11,Charged Off,n,debt_consolidation,My Debt Consolidation Loan,GA,10.9,0,Aug-00,0,7,0,16989,81.7,26,f,0.0,0.0,10787.36,10756.41,4729.52,6057.84,0.0,0.0,Aug-12,38.13,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
687338,877341,4500,4500,4341.92, 36 months,10.0,145.21,B,B2,arb inc,4 years,MORTGAGE,73000.0,Source Verified,Mar-11,Charged Off,n,credit_card,credit card finally gone!!!,CA,7.02,0,Jan-94,3,8,0,5034,21.0,15,f,0.0,0.0,578.48,578.48,434.48,144.0,0.0,0.0,Jul-11,145.21,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699264,890806,10000,10000,10000.0, 60 months,7.66,201.15,A,A5,City of Pittsfield,10+ years,MORTGAGE,85000.0,Not Verified,Mar-11,Fully Paid,n,other,Taxes 2011,MA,0.56,0,Sep-81,0,9,0,1821,12.2,46,f,0.0,0.0,10682.1174,10682.12,10000.0,682.12,0.0,0.0,May-13,436.11,Apr-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
697566,888906,20050,20050,17713.89, 60 months,17.51,503.81,E,E4,Day wireless,3 years,MORTGAGE,80000.0,Not Verified,Mar-11,Charged Off,n,debt_consolidation,Dc,OR,24.31,0,Dec-00,0,15,0,13809,68.0,34,f,0.0,0.0,3021.8,3021.8,1309.91,1702.09,0.0,9.8,Sep-11,503.81,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
676308,864273,2725,2725,2725.0, 36 months,10.74,88.88,B,B4,"TeleTech Holdings, Inc.",4 years,RENT,31200.0,Source Verified,Mar-11,Fully Paid,n,debt_consolidation,Lower Interest on Original LendingClub,MO,22.14,0,Feb-05,0,4,0,4496,89.9,14,f,0.0,0.0,3071.408009,3071.41,2725.0,346.41,0.0,0.0,Oct-12,1564.5,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699015,890516,6000,6000,5950.0, 36 months,5.79,181.97,A,A2,"Roscoe Rock and Sand, Inc.",3 years,MORTGAGE,30000.0,Verified,Mar-11,Fully Paid,n,debt_consolidation,Creating a dream,IL,25.52,0,Jun-96,1,17,0,15056,29.4,27,f,0.0,0.0,6550.577357,6495.99,6000.0,550.58,0.0,0.0,Mar-14,214.57,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699030,890532,25000,25000,24975.0, 60 months,15.65,603.32,D,D4,United States Navy,9 years,RENT,65000.0,Verified,Mar-11,Fully Paid,n,debt_consolidation,Get out of debt,CA,21.99,0,Sep-00,0,6,0,13929,55.3,16,f,0.0,0.0,32801.19205,32768.39,25000.0,7801.19,0.0,0.0,Aug-13,15942.6,Dec-13,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699027,890529,5000,5000,5000.0, 36 months,10.74,163.08,B,B4,Loyola University Medical Center,5 years,RENT,53000.0,Source Verified,Mar-11,Fully Paid,n,moving,Moving 2011,IL,9.74,11,Sep-93,3,16,0,2357,8.3,21,f,0.0,0.0,5870.822528,5870.82,5000.0,870.82,0.0,0.0,Mar-14,174.59,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
699004,890505,1800,1800,1800.0, 36 months,9.63,57.77,B,B1,United States Postal Service,10+ years,MORTGAGE,100000.0,Source Verified,Mar-11,Fully Paid,n,small_business,Small Business Loan,FL,6.41,0,Nov-97,0,14,0,3630,34.6,38,f,0.0,0.0,2094.811421,2094.81,1800.0,279.81,15.00000001,0.0,Apr-14,4.2,Apr-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
698976,890473,12000,12000,11750.0, 36 months,7.29,372.12,A,A4,US AIR FORCE,10+ years,RENT,68400.0,Source Verified,Mar-11,Fully Paid,n,debt_consolidation,G MONEY,AK,17.05,0,Jun-02,0,19,0,30181,52.3,44,f,0.0,0.0,13360.83486,13082.48,12000.0,1360.83,0.0,0.0,Mar-14,217.94,Jan-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
698979,890476,8000,8000,8000.0, 36 months,14.91,276.98,D,D2,century surety,4 years,MORTGAGE,40777.0,Source Verified,Mar-11,Fully Paid,n,major_purchase,ATV,AZ,22.98,0,Aug-01,1,9,0,10146,85.3,13,f,0.0,0.0,8875.347148,8875.35,8000.0,875.35,0.0,0.0,May-12,1931.25,Sep-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
698921,890413,9000,9000,8899.241412, 60 months,19.36,235.26,F,F4,Richard King Insurance Agcy,2 years,RENT,35000.0,Source Verified,Mar-11,Charged Off,n,debt_consolidation,Debt Consolidation,FL,6.17,1,Oct-04,0,5,0,6275,92.3,13,f,0.0,0.0,1874.64,1851.81,759.49,1115.15,0.0,0.0,Nov-11,235.26,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
698952,890448,9000,9000,9000.0, 60 months,10.37,192.87,B,B3,RCGroups.com,3 years,MORTGAGE,48000.0,Not Verified,Mar-11,Fully Paid,n,car,Stephen's Auto Loan,OH,12.25,0,Dec-95,2,8,0,16583,44.3,26,f,0.0,0.0,11143.28023,11143.28,9000.0,2143.28,0.0,0.0,May-14,4227.14,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
698937,890431,20000,20000,19975.0, 60 months,21.59,547.73,G,G5,Morrow-Meadows Co.,2 years,RENT,80000.0,Not Verified,Mar-11,Fully Paid,n,debt_consolidation,debt cons.,CA,6.79,0,Nov-02,2,4,0,18621,99.7,6,f,0.0,0.0,32863.39,32822.31,20000.0,12863.39,0.0,0.0,Mar-16,547.32,Mar-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
698923,890415,7000,7000,6925.0, 36 months,5.42,211.12,A,A1,"Broadridge Financial Solutions, Inc.",8 years,MORTGAGE,160000.0,Verified,Mar-11,Fully Paid,n,home_improvement,Home Improvement,NY,2.16,0,May-97,2,7,0,1982,14.7,15,f,0.0,0.0,7600.274071,7518.84,7000.0,600.27,0.0,0.0,Mar-14,234.87,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
693361,884183,8000,8000,8000.0, 36 months,14.91,276.98,D,D2,Hawkeye Trucking,1 year,MORTGAGE,54600.0,Not Verified,Mar-11,Charged Off,n,major_purchase,Excavator 4 Hire,KY,16.53,0,Aug-04,0,7,1,3811,25.1,29,f,0.0,0.0,359.39,359.39,0.0,0.0,0.0,359.39,May-16,0.0,Aug-11,0.0,INDIVIDUAL,0,0.0,0,1.0,0.0
698849,890330,10000,10000,10000.0, 36 months,5.79,303.27,A,A2,Bullitt County Public Schools,7 years,RENT,32997.6,Source Verified,Mar-11,Fully Paid,n,debt_consolidation,Credit Consolidation ,KY,15.96,0,Aug-97,0,6,0,13172,32.4,25,f,0.0,0.0,10917.67176,10917.67,10000.0,917.67,0.0,0.0,Mar-14,340.0,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
696558,887734,13000,13000,13000.0, 60 months,16.02,316.28,D,D5,Servpro of St. George,5 years,MORTGAGE,95000.0,Not Verified,Mar-11,Fully Paid,n,car,Car Loan,UT,13.29,0,Jul-06,1,10,0,9521,34.5,13,f,0.0,0.0,14799.93908,14799.94,13000.0,1799.94,0.0,0.0,Mar-12,11651.95,Mar-12,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
